-754991 0 0
-646701 0 0
-457637 0 0
-312773 0 0
-209035 0 0
-149524 0 0
-107673 0 0
-75124.8 0 0
-58699.3 0 0
-47695.1 0 0
-39714.3 0 0
-38566.5 0 0
-29685.2 0 0
-16525.4 0 0
-14634.4 0 0
-10006 0 0
-12381 0 0
-17525.1 0 0
-16781.8 0 0
-21200.9 0 0
-20384.7 0 0
-15666.4 0 0
-12072.5 0 0
-5028.75 0 0
-3854.74 0 0
-13308.1 0 0
-10265.3 0 0
-3880.25 0 0
-10984.3 0 0
-12597 0 0
-5154.49 0 0
-2333.59 0 0
-8036.75 0 0
-9853.84 0 0
-7634.37 0 0
-3695.08 0 0
-1799.26 0 0
-5789.17 0 0
-7952.75 0 0
-54.7067 0 0
1348.39 0 0
-4514.15 0 0
-11588.4 0 0
-8428.55 0 0
-758.099 0 0
-8222.46 0 0
-11150.8 0 0
-5733.99 0 0
-4177.49 0 0
-3696.69 0 0
44.053 0 0
-2544.83 0 0
-4409.06 0 0
-1033.58 0 0
-7727.18 0 0
-14968.4 0 0
-6106.77 0 0
-148.026 0 0
-1329.83 0 0
-6202.66 0 0
-6151.73 0 0
8054.55 0 0
8531.81 0 0
-5447.76 0 0
-10385 0 0
-8228.18 0 0
-854.578 0 0
3025.7 0 0
-2072.01 0 0
-1391.49 0 0
3447.46 0 0
642.217 0 0
-3236 0 0
94.4484 0 0
4902.45 0 0
-2446.62 0 0
-7781.41 0 0
-11427.9 0 0
-10416.7 0 0
1636.14 0 0
2931.48 0 0
-3896.95 0 0
-4392.96 0 0
3223.29 0 0
2449.4 0 0
-4495.96 0 0
-612.134 0 0
11971.2 0 0
10346.9 0 0
-3555.53 0 0
-6232.63 0 0
1356.64 0 0
561.89 0 0
-1401.29 0 0
-7.41069 0 0
-4570.06 0 0
-3248.53 0 0
623.145 0 0
501.377 0 0
4929.87 0 0
3555.5 0 0
-1032.48 0 0
1009.67 0 0
-1879.15 0 0
-12707.7 0 0
-11011.3 0 0
-178.646 0 0
3241.61 0 0
3168.27 0 0
6092.45 0 0
5537.14 0 0
2721.97 0 0
2585.58 0 0
-347.799 0 0
-696.708 0 0
-4008.97 0 0
-2524.27 0 0
2775.2 0 0
3443.57 0 0
-2639.47 0 0
-2932.25 0 0
4226.74 0 0
7999.53 0 0
10425.2 0 0
313.224 0 0
2907.03 0 0
8240.38 0 0
-347.323 0 0
484.018 0 0
3135.3 0 0
3013.93 0 0
-1974.16 0 0
-7171.8 0 0
-4708.28 0 0
-5146.16 0 0
-2838.47 0 0
14029.6 0 0
16022.4 0 0
1752.88 0 0
726.009 0 0
2318.51 0 0
-102.003 0 0
6280.23 0 0
10066.8 0 0
3661.02 0 0
-2694.77 0 0
-2672.89 0 0
9168.29 0 0
11736.2 0 0
9165.34 0 0
6604.67 0 0
-219.915 0 0
126.328 0 0
226.003 0 0
2622.57 0 0
5337.51 0 0
846.57 0 0
1117.25 0 0
8464.86 0 0
9465.96 0 0
7671.36 0 0
5673.03 0 0
6608.03 0 0
3058.85 0 0
-2005.09 0 0
9995.81 0 0
18200.6 0 0
13361.8 0 0
9113.02 0 0
6137.42 0 0
8916.18 0 0
6547.15 0 0
577.358 0 0
6668.02 0 0
10123.1 0 0
11211.8 0 0
13374.3 0 0
14720.6 0 0
12468.6 0 0
12305.9 0 0
18353.8 0 0
15036.6 0 0
8364.66 0 0
8883.01 0 0
8651.2 0 0
12299.5 0 0
19998.2 0 0
19599.7 0 0
22163.1 0 0
27721.8 0 0
43262.6 0 0
58533.3 0 0
61278.1 0 0
73590.4 0 0
103605 0 0
153851 0 0
219461 0 0
310553 0 0
452712 0 0
641881 0 0
745577 0 0
