-216.415 -69.6245 134.342 -20.2799 -63.784 195.151 158.808 -210.78 76.3857 -261.808 405.257 93.2016 17.0915 407.22 471.89 -73.9461 496.094 377.399 461.897 -139.958 32.885 145.225 -10.7819 529.181 634.933 407.336 947.755 311.387 -657.308 -59.1191 344.798 -653.902 739.376 295.678 15.7374 377.242 195.38 13.5967 -164.654 164.505 -201.529 491.266 1308.86 -41.469 326.101 753.356 67.8814 -38.7436 -22.3025 -367.869 129.988 169.058 749.713 53.9045 -11.1919 633.089 -85.614 -449.206 30.2335 83.7818 -519.365 249.742 705.636 -37.0595 161.578 1074.22 -341.169 -756.329 -147.092 337.499 -49.4769 176.716 13.7913 344.058 423.836 298.562 170.148 376.195 299.451 -139.468 -24.4494 -211.761 670.875 -100.923 150.98 513.843 -2.84839 -223.332 223.779 620.326 699.608 110.197 43.2876 518.059 -115.586 -119.61 -411.702 319.185 -545.668 -276.291 112.816 509.808 510.712 718.36 149.894 -79.2296 -677.114 28.723 -671.865 -284.82 196.891 -292.639 368.093 227.331 -17.5879 -51.2186 -467.416 -512.8 110.018 603.909 183.226 280.331 -80.2282 139.019 -43.3346 -792.032 354.108 -96.704 133.376 -177.053 -40.4668 66.7662 -4.10621 -750.897 -1121.44 -131.865 -334.636 -575.228 -93.3162 -480.177 -714.24 266.194 339.361 42.1183 -751.297 -626.031 -92.2979 420.794 -7.89699 -1080.59 460.447 74.1257 157.297 -250.923 -132.221 -243.929 466.357 155.214 -321.045 -350.996 -160.443 -57.3735 -566.178 142.941 20.4177 -157.107 150.253 -337.749 -790.069 -33.4274 183.192 507.262 -123.455 5.56596 419.493 219.609 -628.463 -38.5637 569.277 -121.831 112.25 -516.941 -266.394 6.25986 453.401 80.317 507.472 -263.971 -375.719 149.752 -776.969 -835.818 -95.2295 -238.927 -31.0253 26.239 -16.2491 31.2249 58.1933 372.335 636.622 
-475.238 235.892 145.466 -179.378 103.216 192.789 154.763 88.4172 260.091 -98.3077 -46.0713 385.78 -205.209 616.591 876.765 12.3191 194.314 -35.6826 114.047 400.519 250.641 -71.3939 263.408 266.244 -14.4617 -19.3174 -192.576 -102.531 -393.333 379.401 64.2239 194.379 -236.129 430.018 659.062 178.135 -291.282 452.232 531.609 233.051 65.0798 -77.5926 -867.032 -13.7885 576.808 95.8259 233.175 795.551 -177.686 -550.507 51.0103 -281.895 115.575 483.902 -56.4102 -234.88 52.1343 638.789 553.507 -327.053 219.358 370.487 -55.0478 -5.80459 303.07 301.88 -315.036 366.909 242.593 -341.363 -127.413 -250.676 942.814 -768.611 -173.813 -967.124 -1099.21 -485.076 78.317 124.61 -666.283 192.296 -270.108 406.107 456.018 36.913 -117.912 -619.8 751.649 -624.816 -215.049 -283.794 21.8312 143.454 -73.8686 -372.843 215.198 -92.9743 -457.151 -280.303 534.925 -205.266 -346.821 -557.387 -644.313 -420.71 371.108 1079.36 69.0093 -457.141 582.003 142.579 -605.154 184.784 252.75 -15.056 -61.3676 103.638 -393.926 214.971 353.577 592.032 561.789 439.244 -137.28 -652.688 -1497.63 -319.191 -104.561 -173.394 33.9912 426.29 -561.201 -97.9712 460.943 -184.704 260.078 177.617 551.958 548.386 -859.798 -52.6576 334.169 -435.489 -231.495 -1139.06 -166.116 -670.953 182.129 -219.884 153.863 334.544 216.607 193.917 -97.4785 172.929 33.0495 597.374 288.488 -845.569 -717.331 290.45 267.287 -292.253 -387.579 -121.95 149.345 516.297 318.383 145.699 -237.121 -318.853 -130.627 -533.986 -348.356 473.374 358.548 -537.156 -477.829 128.999 601.764 228.75 -148.444 -247.244 170.074 -277.272 -818.553 -420.854 -99.5975 -145.934 -608.63 -328.777 -184.833 -340.677 -785.061 46.7748 -336.504 -234.606 -7.78659 148.144 371.85 
-463.944 -318.273 168.661 543.802 -164.568 104.319 -226.424 63.7973 488.339 552.464 226.299 124.89 558.637 260.698 1003.78 1236.2 636.593 -314.507 -139.475 -17.3054 -490.557 -97.4185 295.452 -746.068 -321.804 -140.526 259.864 -4.83054 818.636 -17.7592 -261.481 -429.514 255.643 323.311 -58.9091 260.268 281.936 546.603 -39.8661 236.535 629.909 553.6 145.217 -502.435 -166.024 -240.696 -413.985 46.7722 282.288 -86.3476 91.9673 -96.4163 -90.5748 287.01 889.289 780.023 943.912 247.585 -605.811 -86.8797 440.294 -534.673 434.825 383.167 724.463 -242.287 208.85 304.755 178.69 -216.217 -174.988 -128.183 -189.942 395.724 -103.461 412.558 585.47 83.1345 119.833 -241.33 282.228 -336.461 153.441 40.0843 -142.982 232.606 -204.4 490.775 362.813 -378.144 376.598 -23.2677 279.59 223.324 -590.229 -238.509 -690.077 53.1407 152.347 69.0655 197.734 -96.3183 -411.998 -266.799 -773.292 51.3603 -35.7447 -127.694 -48.8191 -264.223 314.168 -382.942 429.79 201.722 -32.2709 159.444 -474.772 -229.96 -174.904 -1038.22 -39.796 209.706 -155.275 -160.227 88.1031 640.771 574.926 1.02497 56.8617 662.98 9.57486 15.2407 -118.073 -86.8054 -65.4395 -81.2495 778.767 -197.699 -77.7897 -496.108 395.247 -417.785 -701.748 213.342 -107.62 223.464 -204.105 -221.267 110.858 350.008 -509.959 -522.375 -95.0386 -939.047 42.3861 -6.78767 -417.896 352.871 -28.1833 -360.24 360.212 441.25 65.5553 -621.041 -549.383 -310.738 272.824 260.575 -295.352 16.8799 -77.1444 319.441 -456.086 -915.163 -541.561 -877.967 -419.968 -101.482 -299.599 -294.742 -530.847 -134.418 -189.191 -633.326 -403.534 -241.323 -478.203 -330.674 -777.921 -337.709 -556.941 80.2228 5.47886 221.179 -15.0707 42.8463 -752.399 136.315 6.0118 132.216 816.547 
-479.742 -89.7195 277.414 127.798 -19.3719 -109.549 -183.027 76.2522 78.6168 272.591 619.993 -42.3956 -30.3429 761.178 -22.3474 -112.37 34.5343 -81.2898 499.374 29.5397 -179.196 -184.059 168.423 89.5753 -123.888 562.889 -553.501 106.467 535.208 271.134 -545.801 362.227 470.988 441.856 437.713 -580.504 135.35 292.657 -462.745 -197.561 -306.64 -95.9927 -419.517 163.054 714.832 897.803 641.793 -952.975 -86.0117 -104.096 -252.224 -552.33 135.46 730.594 571.269 -80.3946 717.524 -35.5335 332.37 866.085 -342.622 -458.059 570.67 153.487 129.77 -213.17 -306.644 227.67 -248.698 460.796 281.41 89.4124 -59.7494 209.386 243.547 313.771 146.535 -116.365 -87.8405 303.385 511.677 -1065.63 -517.913 -63.9629 -145.085 71.777 51.1243 -587.631 -489.683 47.3615 289.905 320.091 529.467 645.877 208.532 436.506 -116.454 -60.8198 402.88 880.181 439.859 239.078 15.3853 -762.683 -206.58 591.36 -29.3417 295.224 777.163 533.254 -283.066 265.922 687.532 -1261.48 -688.007 -241.593 -18.4824 329.137 271.941 91.1128 -224.814 -221.381 314.467 -554.005 -503.166 202.056 271.905 888.006 1042.79 -385.932 140.504 696.002 247.877 -587.7 -191.63 -163.455 -421.446 253.255 -785.441 -177.969 -580.51 556.241 752.832 436.254 -152.663 321.998 292.152 -593.509 -400.726 154.878 418.788 200.496 260.131 260.51 -68.5569 -418.744 -350.517 -343.625 -17.8225 538.294 434.648 895.433 -224.919 -284.742 -644.891 -123.483 751.927 -547.726 -836.318 -947.071 -480.379 -608.708 510.222 162.902 -121.98 -246.411 154.019 448.828 -60.2562 53.6749 -175.337 -252.269 -96.9419 -68.473 -145.683 -3.86935 -223.007 76.9972 -41.0026 172.103 -116.716 -191.885 -313.331 117.794 -92.7823 4.12229 145.999 -19.5998 60.6041 -136.333 314.672 
-88.2995 -64.2903 104.42 219.263 551.11 39.2992 10.0924 108.485 129.838 144.436 -311.837 -13.8962 -63.7881 -90.8648 27.9101 70.8314 380.612 842.305 356.422 543.833 330.657 900.915 406.591 218.39 235.338 56.2631 243.161 424.556 418.124 661.486 725.893 926.716 -14.0153 682.83 539.445 24.8983 203.929 -233.843 -15.2814 1003.25 176.502 -120.585 -20.8546 81.2961 -46.8265 -7.94682 854.059 -153.69 54.3628 -212.257 -136.782 -118.251 245.275 -171.842 -71.5001 -501.296 -415.276 -86.5361 214.499 -313.548 -95.4252 590.587 -337.649 251.409 -262.556 45.7963 311.311 508.145 -365.05 -508.768 -19.8298 489.65 97.166 -568.367 312.136 -123.719 -91.2418 461.804 195.677 875.209 646.232 239.321 50.5277 2.55235 -185.561 204.93 375.68 -270.849 319.995 -74.4006 475.011 299.98 -42.1082 176.996 323.08 -343.161 -177.331 172.788 -147.708 586.936 417.064 -130.413 10.9061 427.168 469.232 309.331 -535.864 -4.75323 285.388 -85.5553 -293.462 111.46 338.452 80.7568 217.5 450.502 533.373 -262.03 38.8898 -577.85 -274.234 -10.4256 -804.803 57.9839 -772.636 -741.156 -411.002 -511.86 217.275 337.62 206.499 244.555 -219.831 324.127 -210.67 384.686 -320.162 37.617 368.834 318.141 -410.525 -143.311 219.352 298.557 191.253 -805.734 6.07542 307.151 -37.389 164.511 -112.251 4.10943 -402.347 96.7649 334.771 -82.5671 65.7933 111.172 -272.478 -115.559 276.348 164.517 626.62 -21.6266 653.289 392.04 -466.829 205.272 16.6547 -83.184 553.266 231.622 -355.685 -695.5 -264.81 -266.439 -926.424 -136.671 11.5058 85.6014 -33.8892 -445.68 -292.2 -214.667 -437.715 285.678 -387.912 -626.222 335.825 -741.375 -515.255 -112.902 -178.27 -34.8403 403.337 -176.536 -290.951 -63.4359 -278.938 117.317 487.481 
-368.627 168.055 203.99 -104.464 -314.969 402.085 269.095 139.495 22.2787 286.222 -93.6246 568.903 -324.622 -255.521 539.467 758.651 749.05 193.048 214.419 57.5389 -350.875 -416.566 232.966 636.986 461.625 -190.975 -181.604 -25.7507 487.235 -171.597 381.191 -90.6891 -209.616 -216.139 -95.3749 -484.968 486.629 -12.7066 -384.99 -372.405 237.394 -292.366 -635.331 -929.828 611.675 -300.209 -207.456 590.567 339.442 318.983 602.101 69.4718 429.881 359.305 356.198 259.243 159.234 757.509 890.35 360.498 152.363 103.223 349.586 52.4961 261.897 274.133 -343.947 -501.534 209.833 -51.9566 349.858 -205.77 -396.925 -595.192 -117.282 185.124 -31.1626 -308.369 -296.738 53.2535 519.549 -613.883 -492.354 -16.3441 -86.8072 134.636 471.375 230.814 -224.496 448.276 204.768 -527.917 -324.06 101.487 -185.312 -565.012 122.605 514.772 -577.848 831.262 208.805 -225.575 -221.831 796.681 -126.138 160.583 -207.203 725.1 -344.277 407.586 154.877 -137.301 257.131 592.886 -68.6727 -319.106 -351.74 -441.733 727.763 616.285 -64.9763 661.749 -481.766 241.487 142.311 -105.985 -349.971 279.982 -493.072 -698.908 48.2895 -42.7713 -7.73732 -416.396 -224.25 -336.6 -448.302 -168.935 -705.125 0.805674 -150.786 -52.22 721.306 -119.828 -800.414 -576.475 621.911 46.6347 316.335 275.779 -232.465 -77.9018 -97.4061 369.092 133.085 692.563 213.014 171.651 72.7038 824.359 501.454 -715.577 -1185.14 -609.593 -436.963 -458.704 -82.4031 218.963 -511.299 -885.303 -271.623 -633.827 -675.708 4.38541 -323.576 125.845 -59.0669 -435.205 220.551 -106.35 27.207 26.382 170.258 9.67616 -197.03 7.20392 -109.96 250.989 540.802 -409.54 -286.776 -78.5656 49.4883 128.717 203.185 59.715 -33.3036 9.09064 65.8086 -87.2656 368.257 
-708.939 -228.172 -160.161 -282.682 -43.9573 225.497 -117.24 -220.173 394.455 510.928 317.956 584.913 -40.3747 451.843 -141.063 944.878 534.654 286.599 390.88 724.196 -584.89 -1021.58 208.616 1286.35 104.559 585.852 -99.3258 602.586 180.663 105.151 -312.066 -466.495 -145.399 -272.608 -626.124 -244.242 -58.9191 -706.197 -66.1547 237.62 -114.878 114.684 58.7438 179.562 -393.826 139.063 -51.9375 -784.562 -444.897 116.586 389.402 148.93 584.362 1079.12 214.648 -331.766 357.59 79.4851 749.169 76.9709 -607.807 -1037.91 -65.4847 146.28 -570.113 548.702 -417.472 -336.64 228.694 -555.459 201.57 310.195 91.538 -228.934 139.547 -48.0631 -239.316 -822.188 99.5455 277.74 740.342 1.51758 -137.053 -470.309 214 226.209 110.59 -65.5044 126.508 -200.103 -367.465 -253.442 -775.551 -78.3085 189.788 247.821 414.254 -438.139 -236.322 -606.191 505.627 54.4938 288.819 167.077 382.978 -151.303 253.686 -1037.27 -520.745 -28.1103 280.106 521.634 207.305 68.2343 -646.849 51.8639 -363.975 -477.917 -362.927 -648.837 290.563 -626.502 91.8656 358.901 278.939 235.675 133.328 -548.908 52.7855 -389.221 313.541 352.838 434.654 133.339 -304.047 -520.417 -812.306 -2.17622 -3.79268 -200.141 576.777 333.038 313.85 -18.5634 43.7423 -19.8324 -167.132 -237.92 -700.344 928.749 -231.404 -434.525 -808.732 -191.929 711.963 179.345 -8.88794 403.436 -106.745 159.763 321.674 -20.7672 -110.452 -180.43 617.994 259.346 64.2663 -253.88 235.922 -197.991 -236.885 -541.746 -583.137 319.184 -189.886 -13.7923 -220.907 141.898 -273.139 -336.259 -85.888 419.392 -597.596 -432.116 -109.863 -67.7172 497.696 18.6207 -1199.08 -337.196 -584.831 -254.398 126.005 -150.532 -175.137 -420.233 42.0562 -230.741 42.7592 98.6685 408.374 
-882.166 241.987 319.645 76.2386 406.603 -292.997 -24.7723 264.928 168.392 397.908 -108.465 25.01 -56.068 197.09 223.309 158.134 379.222 -395.196 32.2533 271.495 540.757 901.847 -196.971 242.91 374.966 466.712 583.836 267.727 487.783 -80.1449 -47.1483 356.406 398.419 624.478 -19.8581 336.061 283.174 -622.806 396.697 556.986 -15.8001 -76.5583 513.155 164.651 899.638 412.419 27.6587 384.553 -500.708 176.69 -1003.07 -169.313 851.782 562.045 83.7579 376.524 265.71 -191.87 -252.606 -816.498 35.2835 436.543 412.896 -479.806 391.193 -741.531 -340.206 -214.707 -232.445 -109.407 77.5272 498.854 582.338 -917.549 -1001.28 679.959 -126.211 58.1819 -407.779 -222.561 235.682 -644.947 22.7649 896.873 288.922 83.9999 282.735 620.789 193.044 -8.51923 225.051 -103.899 -197.638 108.702 -37.8013 -786.454 -570.485 -511.607 -201.663 90.6289 -2.8171 180.083 -908.902 -773.228 342.961 1440.99 289.186 379.478 -503.954 371.134 337.819 1213.4 221.315 -637.497 -1255.34 141.513 -451.724 -692.614 -722.578 -825.702 536.773 -30.107 -107.12 -170.388 -272.383 584.656 304.759 -31.8516 101.271 368.209 -64.0997 -417.713 342.374 -867.295 -446.035 -180.373 -15.6074 97.0146 -423.922 120.817 -104.464 -1144.8 -232.852 -313.747 -362.607 176.956 509.096 -470.19 98.2756 36.3689 54.9481 -537.835 -151.814 -131.3 341.697 9.11823 -395.816 408.715 -281.019 -735.058 80.1883 -60.3658 -77.367 -105.015 467.349 474.018 269.559 -110.592 175.937 -241.918 -109.656 -131.827 271.033 187.958 507.728 -17.7025 -170.662 -291.004 -454.459 55.9336 -454.562 271.086 -485.56 -266.752 -73.9592 -679.986 -706.089 -159.59 -314.703 6.55113 356.618 110.227 -515.546 39.1508 326.307 229.972 45.2719 63.272 -82.7418 -13.8009 186.478 
-169.929 160.549 -58.9235 -1.27613 148.56 291.69 -39.0525 -448.986 373.084 -37.5087 -174.989 51.5886 360.958 -317.541 -451.112 -117.865 169.736 150.042 335.377 1075.86 -329.844 134.996 408.672 194.817 -50.0724 -242.205 -42.8944 226.95 259.638 913.711 355.162 857.888 355.06 660.96 332.853 144.852 344.013 363.575 -187.489 382.941 97.8479 52.2585 -81.0877 -484.736 96.5109 316.719 221.012 751.451 455.045 811.357 176.556 336.817 -254.516 -138.94 502.023 249.749 736.824 335.61 103.193 -398.763 -96.1026 844.829 -462.816 -394.822 -26.059 71.1619 -240.411 191.33 755.826 471.874 -224.241 -434.208 -48.5749 -539.168 450.943 666.252 -123.651 -99.8324 535.775 300.421 -596.631 -808.195 71.4561 -283.906 -158.841 109.832 153.882 440.872 -421.84 -124.333 -75.5023 -123.962 460.109 78.9468 192.959 -176.871 926.856 47.14 484.719 -498.928 158.898 -561.03 -503.303 -403.745 -385.114 127.055 -356.934 289.365 -53.4393 -436.142 313.243 -449.849 19.5138 -676.993 -10.4204 -955.088 -183.987 -5.0761 -470.268 -66.1173 462.938 -213.566 -526.75 -333.859 -681.731 -202.326 -170.713 -77.2803 -926.238 251.656 -268.671 -26.3154 86.6913 -369.008 -324.079 197.796 361.547 -234.44 91.5127 -483.604 -796.804 -716.949 -373.463 113.457 794.472 226.961 187.908 -263.768 -559.174 -536.992 -489.413 190.895 -165.942 -58.6699 -1018.44 -755.56 -356.474 91.6773 -193.699 -415.132 -800.304 -445.518 -271.394 -185.607 -911.104 -155.901 418.431 -462.418 -565.818 -252.371 -50.2323 -601.166 -293.025 -517.699 -367.233 -379.811 370.858 -509.095 -180.521 -12.7164 -53.7084 275.547 -37.9068 367.611 17.5403 -476.387 -196.17 -423.785 -546.37 28.9241 1.64075 -15.1145 -460.101 -104.326 -448.095 -286.841 -103.844 116.575 12.5931 146.219 124.296 
-104.53 -432.821 23.1856 -138.554 -21.0975 -181.439 -137.605 -103.898 397.599 386.055 -176.214 222.004 20.2266 79.689 104.883 718.621 457.645 504.633 578.449 1063.18 489.89 -247.352 -70.7244 58.805 -191.027 671.834 220.667 558.685 172.851 -647.584 18.2269 -306.271 -388.927 363.317 -44.2539 371.675 -479.897 410.992 786.332 430.309 -678.753 -215.208 -57.6226 -132.215 -214.383 -195.575 -481.133 192.693 87.0857 634.364 488.11 254.766 82.8052 -125.437 389.907 -369.201 -481.335 -802.209 34.3804 761.473 -379.621 432.082 282.145 -382.883 91.7226 406.834 273.163 384.481 -602.436 -598.237 -768.376 -607.52 -252.282 -200.005 -258.79 42.0086 -355.043 -85.4693 -697.945 237.596 47.4962 -154.59 46.6574 -55.6452 505.743 -957.607 -228.932 844.038 -525.947 -298.521 -336.387 636.168 -56.1807 562.192 -2.85974 -26.8734 859.646 330.633 -74.161 454.589 562.951 52.8318 -630.214 -40.9634 777.046 598.209 1249.81 -367.746 -651.258 -377.856 -91.5414 -356.486 -48.2807 501.691 -427.017 89.0414 246.573 443.628 161.287 -296.138 549.921 697.887 -225.369 150.9 -440.491 -10.2522 -148.497 265.849 -99.5781 -273.454 -140.555 -1.23675 680.628 510.737 88.1548 23.5577 247.423 -97.8184 -351.138 -315.763 21.3804 3.35418 271.848 -157.38 262.436 592.001 620.838 231.377 -235.712 56.6212 405.819 -372.272 -187.695 478.421 -197.691 41.7032 -19.0474 -760.181 -875.226 -48.0735 477.67 177.406 167.308 -94.1539 128.305 -107.98 -687.922 -521.297 -877.363 -285.821 -542.923 -114.77 -1171.31 -3.87551 -771.763 248.242 634.707 399.644 -302.357 -508.206 -241.387 161.882 -321.448 396.694 18.3722 72.0989 -60.7682 -247.192 -273.079 -174.017 -22.3533 -114.23 -139.517 -182.728 325.115 -192.797 -560.214 -235.765 -192.23 93.3147 724.434 
